record_id,site_name,material,quantity_tons,grade_percent,extraction_date,operator,status,depth_meter,cost_usd
4338,Tambang B,Batubara,987.72,2.5,2022-07-14 09:56:27.657706,PT Emas Sejahtera,Aktif,268.5,64562.82
4339,Tambang B,Tembaga,378.74,3.35,2020-11-02 22:06:34.961845,PT Mineral Nusantara,Non-Aktif,233.5,67633.24
4340,Tambang C,Nikel,463.05,3.36,2021-02-13 23:28:51.657943,PT Mineral Nusantara,Reklamasi,183.6,68239.02
4341,Tambang D,Nikel,331.33,4.06,2023-01-31 18:11:04.321477,PT Mineral Nusantara,Aktif,59.9,59033.72
4342,Tambang D,Emas,191.06,1.79,2024-06-11 05:05:43.876236,PT Mineral Nusantara,Aktif,90.9,40647.94
4343,Tambang D,Tembaga,151.73,3.97,2024-03-02 14:18:51.644165,PT Mineral Nusantara,Reklamasi,24.1,81848.86
4344,Tambang C,Emas,945.63,2.48,2024-10-24 11:24:11.324590,PT Emas Sejahtera,Reklamasi,197.2,26569.11
4345,Tambang C,Emas,986.94,3.52,2023-12-25 08:06:39.035180,PT Tambang Jaya,Aktif,209.0,62913.28
4346,Tambang B,Nikel,54.46,2.55,2022-10-05 09:37:59.796865,PT Tambang Jaya,Reklamasi,104.8,47695.51
4347,Tambang A,Emas,158.84,4.77,2020-02-15 02:14:45.538638,PT Tambang Jaya,Aktif,108.1,89390.93
4348,Tambang D,Batubara,429.29,1.31,2020-10-24 00:01:22.161383,PT Tambang Jaya,Aktif,192.4,59464.93
4349,Tambang D,Emas,194.47,3.54,2023-07-23 10:17:50.622412,PT Emas Sejahtera,Aktif,284.2,85711.42
4350,Tambang A,Tembaga,370.24,3.09,2022-02-20 03:33:04.860066,PT Emas Sejahtera,Aktif,124.5,95378.32
4351,Tambang D,Batubara,137.81,1.28,2020-11-05 12:54:11.442413,PT Emas Sejahtera,Non-Aktif,153.1,13575.39
4352,Tambang C,Nikel,461.95,0.8,2023-08-02 15:26:52.664268,PT Mineral Nusantara,Reklamasi,212.5,55964.05
4353,Tambang C,Tembaga,278.98,4.1,2023-10-01 18:57:01.108180,PT Tambang Jaya,Non-Aktif,109.3,88513.6
4354,Tambang D,Batubara,358.39,1.21,2022-06-18 21:59:20.631890,PT Emas Sejahtera,Non-Aktif,262.0,87335.3
4355,Tambang C,Tembaga,103.37,1.34,2022-07-25 16:33:39.319978,PT Emas Sejahtera,Non-Aktif,255.4,20395.02
4356,Tambang C,Batubara,433.85,4.9,2024-07-02 05:41:03.566271,PT Emas Sejahtera,Non-Aktif,205.5,48655.33
4357,Tambang D,Tembaga,983.43,3.73,2021-12-14 00:31:28.836289,PT Tambang Jaya,Aktif,165.7,23086.56
4358,Tambang B,Tembaga,335.54,1.63,2024-06-14 04:01:39.424057,PT Tambang Jaya,Aktif,295.2,89784.95
4359,Tambang A,Batubara,877.66,3.16,2024-09-29 05:32:10.718452,PT Mineral Nusantara,Aktif,213.7,1319.7
4360,Tambang C,Nikel,844.77,2.9,2022-10-09 17:18:57.273651,PT Mineral Nusantara,Aktif,196.5,22621.6
4361,Tambang B,Nikel,952.54,4.3,2024-03-27 20:16:12.150745,PT Mineral Nusantara,Non-Aktif,264.3,41494.36
4362,Tambang C,Tembaga,792.21,3.78,2024-02-12 02:56:21.693065,PT Tambang Jaya,Aktif,170.9,22892.52
4363,Tambang C,Tembaga,663.0,4.24,2020-08-13 04:33:35.913858,PT Mineral Nusantara,Non-Aktif,80.4,97384.55
4364,Tambang A,Nikel,858.02,1.45,2021-04-19 11:08:56.837224,PT Mineral Nusantara,Aktif,50.0,25158.63
4365,Tambang C,Nikel,84.89,3.38,2022-05-14 11:06:26.488132,PT Emas Sejahtera,Reklamasi,146.6,36869.18
4366,Tambang A,Emas,468.2,0.68,2022-12-17 00:55:00.688881,PT Tambang Jaya,Reklamasi,159.5,18233.09
4367,Tambang A,Nikel,989.36,0.81,2022-05-23 06:50:40.524652,PT Mineral Nusantara,Reklamasi,250.0,92740.27
4368,Tambang A,Tembaga,771.9,3.71,2023-02-19 18:13:24.357690,PT Mineral Nusantara,Reklamasi,50.4,41716.37
4369,Tambang B,Batubara,962.45,0.61,2020-11-08 15:50:40.675591,PT Tambang Jaya,Aktif,207.6,26922.96
4370,Tambang D,Nikel,781.84,3.11,2023-02-07 19:45:10.457061,PT Mineral Nusantara,Reklamasi,98.2,25365.77
4371,Tambang B,Emas,876.13,4.28,2020-03-31 08:06:54.698188,PT Tambang Jaya,Reklamasi,282.3,58975.98
4372,Tambang D,Emas,709.46,2.21,2020-12-14 03:42:12.504890,PT Tambang Jaya,Non-Aktif,146.4,97786.89
4373,Tambang D,Emas,762.9,0.7,2024-08-18 05:51:21.848896,PT Tambang Jaya,Reklamasi,190.5,97443.04
4374,Tambang A,Batubara,527.95,3.71,2023-09-07 18:52:48.377653,PT Mineral Nusantara,Aktif,198.5,98186.4
4375,Tambang C,Nikel,925.0,4.68,2022-11-11 07:26:25.362225,PT Mineral Nusantara,Non-Aktif,36.4,39277.67
4376,Tambang A,Nikel,826.79,3.73,2022-02-07 08:23:33.150465,PT Mineral Nusantara,Aktif,257.1,91527.5
4377,Tambang C,Nikel,845.45,3.1,2020-03-30 23:58:45.831664,PT Tambang Jaya,Non-Aktif,57.6,44994.66
4378,Tambang D,Batubara,676.28,1.54,2024-09-06 04:32:51.263484,PT Mineral Nusantara,Aktif,125.3,51546.13
4379,Tambang A,Batubara,311.53,0.57,2020-05-31 17:28:51.009156,PT Emas Sejahtera,Reklamasi,205.0,52470.1
4380,Tambang C,Tembaga,45.27,3.63,2023-01-31 02:48:57.750254,PT Tambang Jaya,Non-Aktif,26.0,7295.6
4381,Tambang B,Emas,936.3,1.54,2021-03-29 21:47:01.904736,PT Mineral Nusantara,Reklamasi,178.3,18529.72
4382,Tambang C,Emas,590.26,4.36,2021-04-18 15:44:17.324869,PT Tambang Jaya,Aktif,128.9,88723.29
4383,Tambang A,Nikel,305.16,2.6,2023-05-28 22:43:42.644556,PT Mineral Nusantara,Aktif,28.5,89739.29
4384,Tambang B,Batubara,157.64,2.89,2020-05-22 19:20:14.053864,PT Tambang Jaya,Non-Aktif,220.7,20997.35
4385,Tambang C,Batubara,831.23,3.89,2023-05-29 21:32:33.923496,PT Emas Sejahtera,Aktif,155.4,30961.13
4386,Tambang C,Nikel,838.15,4.01,2024-02-03 21:31:28.475929,PT Tambang Jaya,Aktif,98.0,83151.09
4387,Tambang C,Nikel,816.36,3.39,2024-07-18 09:24:23.050370,PT Tambang Jaya,Non-Aktif,34.5,21212.64
4388,Tambang C,Tembaga,648.63,4.72,2022-09-25 17:38:56.576725,PT Tambang Jaya,Reklamasi,168.8,88201.64
4389,Tambang C,Emas,372.36,4.92,2021-05-02 11:33:06.011821,PT Mineral Nusantara,Non-Aktif,98.7,82495.91
4390,Tambang B,Emas,311.03,4.76,2021-12-09 07:02:36.115950,PT Tambang Jaya,Aktif,284.5,80947.47
4391,Tambang D,Emas,18.47,4.21,2021-11-28 14:54:10.851357,PT Mineral Nusantara,Aktif,181.5,89282.84
4392,Tambang B,Tembaga,835.27,3.68,2020-05-12 17:35:51.215376,PT Tambang Jaya,Non-Aktif,92.7,88805.15
4393,Tambang B,Nikel,96.56,3.48,2022-10-24 10:48:12.896475,PT Mineral Nusantara,Non-Aktif,163.3,91803.58
4394,Tambang B,Nikel,634.45,0.97,2024-08-25 19:39:56.318572,PT Mineral Nusantara,Reklamasi,166.5,88074.68
4395,Tambang D,Emas,509.03,1.72,2022-05-14 03:51:52.394825,PT Mineral Nusantara,Aktif,220.8,61085.31
4396,Tambang A,Emas,531.42,0.53,2022-09-16 11:58:23.981273,PT Mineral Nusantara,Aktif,271.6,16614.79
4397,Tambang D,Tembaga,927.45,1.12,2023-01-15 02:14:32.580827,PT Tambang Jaya,Reklamasi,289.2,61304.92
4398,Tambang B,Batubara,41.3,2.48,2022-01-22 06:27:54.707186,PT Tambang Jaya,Non-Aktif,218.2,94278.95
4399,Tambang C,Batubara,775.66,1.16,2022-08-03 02:04:54.779053,PT Mineral Nusantara,Non-Aktif,168.3,96799.83
4400,Tambang C,Emas,61.53,4.56,2024-01-03 19:19:47.656147,PT Mineral Nusantara,Reklamasi,75.2,73117.89
4401,Tambang B,Tembaga,47.77,4.13,2022-05-30 06:38:44.136910,PT Mineral Nusantara,Non-Aktif,126.9,69689.71
4402,Tambang C,Emas,435.52,0.82,2023-04-16 07:34:57.772946,PT Emas Sejahtera,Reklamasi,151.7,93905.07
4403,Tambang B,Batubara,72.44,1.62,2020-06-27 09:23:29.134250,PT Emas Sejahtera,Non-Aktif,47.2,29836.45
4404,Tambang C,Emas,791.25,4.19,2020-06-08 06:51:22.593676,PT Tambang Jaya,Non-Aktif,84.4,15947.17
4405,Tambang D,Batubara,534.27,4.11,2021-07-27 15:49:30.501577,PT Emas Sejahtera,Non-Aktif,295.5,29710.07
4406,Tambang A,Batubara,38.75,4.75,2021-12-16 14:51:12.841784,PT Emas Sejahtera,Reklamasi,229.4,94945.9
4407,Tambang A,Batubara,50.1,4.99,2021-07-24 23:42:58.180946,PT Mineral Nusantara,Reklamasi,149.8,22018.45
4408,Tambang D,Nikel,616.54,4.89,2020-02-01 23:26:20.101553,PT Mineral Nusantara,Reklamasi,75.5,23249.05
4409,Tambang D,Nikel,808.05,2.35,2022-03-14 07:08:58.840417,PT Emas Sejahtera,Aktif,176.3,20101.96
4410,Tambang B,Emas,443.42,1.63,2024-04-13 15:53:54.761530,PT Emas Sejahtera,Aktif,77.2,48995.17
4411,Tambang B,Batubara,559.03,3.91,2024-09-27 02:55:58.326186,PT Emas Sejahtera,Reklamasi,66.0,79842.46
4412,Tambang B,Nikel,801.83,1.85,2024-01-14 17:47:06.241923,PT Mineral Nusantara,Aktif,37.2,38803.36
4413,Tambang C,Emas,614.4,4.13,2022-08-20 01:20:33.056867,PT Tambang Jaya,Aktif,110.3,10911.98
4414,Tambang B,Emas,232.51,2.9,2022-02-03 10:09:59.322698,PT Emas Sejahtera,Non-Aktif,167.1,74280.01
4415,Tambang D,Emas,616.92,4.07,2023-05-11 02:02:05.044714,PT Tambang Jaya,Non-Aktif,56.2,61373.1
4416,Tambang A,Emas,632.0,1.74,2023-10-10 19:10:35.503758,PT Tambang Jaya,Non-Aktif,68.1,48435.85
4417,Tambang C,Emas,736.77,2.79,2024-12-05 04:39:58.516328,PT Emas Sejahtera,Aktif,123.4,96445.77
4418,Tambang B,Tembaga,624.67,3.04,2023-06-17 04:28:08.441499,PT Tambang Jaya,Aktif,152.0,47572.01
4419,Tambang C,Batubara,969.55,4.74,2021-06-17 02:00:26.055200,PT Mineral Nusantara,Reklamasi,231.1,73520.38
4420,Tambang C,Emas,205.32,1.7,2022-11-19 16:44:41.185456,PT Emas Sejahtera,Aktif,174.3,16691.53
4421,Tambang B,Tembaga,951.58,4.72,2021-10-29 21:49:56.991370,PT Emas Sejahtera,Aktif,189.1,42237.04
4422,Tambang C,Batubara,542.96,4.12,2023-01-23 03:57:09.124334,PT Emas Sejahtera,Reklamasi,211.9,22014.45
4423,Tambang A,Nikel,675.24,3.79,2023-02-15 09:46:01.998339,PT Emas Sejahtera,Reklamasi,140.8,35465.79
4424,Tambang D,Emas,108.47,4.04,2024-11-28 19:55:10.635689,PT Mineral Nusantara,Reklamasi,109.5,48491.97
4425,Tambang D,Tembaga,386.77,3.22,2022-06-28 16:32:33.428051,PT Mineral Nusantara,Non-Aktif,242.1,18275.18
4426,Tambang A,Nikel,771.69,1.6,2021-01-31 17:39:58.358982,PT Tambang Jaya,Reklamasi,250.2,80501.49
4427,Tambang C,Tembaga,709.84,1.35,2024-01-26 08:21:03.359693,PT Emas Sejahtera,Non-Aktif,54.7,38225.09
4428,Tambang B,Batubara,49.74,4.4,2020-06-22 08:01:19.502673,PT Emas Sejahtera,Aktif,286.5,89762.14
4429,Tambang C,Batubara,551.13,3.76,2022-01-31 18:33:36.114905,PT Tambang Jaya,Aktif,279.7,67791.01
4430,Tambang A,Nikel,97.4,1.46,2022-12-21 01:50:03.967007,PT Mineral Nusantara,Non-Aktif,262.6,18483.99
4431,Tambang C,Tembaga,995.9,3.27,2022-09-15 20:32:35.456834,PT Emas Sejahtera,Non-Aktif,132.6,64555.17
4432,Tambang D,Emas,898.32,2.51,2024-03-19 21:53:50.930578,PT Tambang Jaya,Non-Aktif,254.2,3301.52
4433,Tambang C,Emas,30.87,1.21,2024-05-19 03:00:47.575876,PT Mineral Nusantara,Aktif,192.1,80930.31
4434,Tambang A,Nikel,860.06,2.89,2024-06-06 18:22:01.351162,PT Tambang Jaya,Aktif,69.6,97448.2
4435,Tambang D,Nikel,920.24,1.77,2024-04-06 13:16:28.082489,PT Tambang Jaya,Reklamasi,234.7,68097.99
4436,Tambang C,Nikel,360.01,0.93,2020-02-09 19:01:41.542419,PT Mineral Nusantara,Reklamasi,127.8,92722.9
4437,Tambang C,Tembaga,722.31,2.6,2023-11-10 07:09:11.649776,PT Emas Sejahtera,Aktif,94.7,30185.11
4438,Tambang D,Emas,447.68,3.16,2021-08-04 11:49:33.998292,PT Mineral Nusantara,Reklamasi,264.7,42935.29
4439,Tambang B,Emas,658.68,0.71,2024-10-06 09:58:28.172026,PT Emas Sejahtera,Reklamasi,260.1,43035.14
4440,Tambang D,Emas,346.91,2.31,2023-08-08 01:54:47.578103,PT Mineral Nusantara,Non-Aktif,260.7,12090.92
4441,Tambang B,Nikel,329.33,1.66,2021-09-11 10:42:05.480488,PT Emas Sejahtera,Aktif,259.3,79847.87
4442,Tambang A,Emas,430.19,0.64,2023-03-02 01:19:47.037730,PT Emas Sejahtera,Non-Aktif,170.7,50011.58
4443,Tambang A,Batubara,154.11,1.07,2020-04-09 01:04:04.805224,PT Tambang Jaya,Aktif,188.9,49552.36
4444,Tambang D,Nikel,832.83,1.13,2022-11-23 09:17:27.662270,PT Tambang Jaya,Aktif,285.2,67178.41
4445,Tambang D,Emas,355.21,1.32,2024-10-31 12:59:08.426194,PT Emas Sejahtera,Non-Aktif,47.5,17927.74
4446,Tambang A,Tembaga,406.15,4.12,2023-02-10 12:58:58.684993,PT Mineral Nusantara,Aktif,243.8,81205.45
4447,Tambang B,Nikel,895.11,2.48,2022-08-20 21:47:30.308474,PT Emas Sejahtera,Non-Aktif,162.6,37221.3
4448,Tambang A,Batubara,501.66,1.16,2024-03-04 02:08:28.427082,PT Mineral Nusantara,Non-Aktif,293.7,8884.45
4449,Tambang D,Batubara,548.81,0.95,2022-08-31 07:02:09.046566,PT Emas Sejahtera,Aktif,195.4,19842.2
4450,Tambang A,Tembaga,956.93,1.84,2024-07-10 23:10:08.394290,PT Mineral Nusantara,Aktif,57.1,26032.39
4451,Tambang D,Tembaga,887.86,4.09,2020-01-18 12:57:36.650167,PT Tambang Jaya,Non-Aktif,246.5,18616.6
4452,Tambang D,Nikel,177.77,2.14,2023-02-07 05:42:52.610492,PT Mineral Nusantara,Reklamasi,205.1,24980.37
4453,Tambang A,Nikel,478.48,1.22,2023-01-09 13:57:35.610763,PT Tambang Jaya,Reklamasi,53.2,99589.34
4454,Tambang B,Batubara,971.58,2.32,2024-07-01 21:38:41.579954,PT Mineral Nusantara,Aktif,12.6,54234.95
4455,Tambang C,Tembaga,378.64,3.0,2023-10-03 02:34:05.094840,PT Tambang Jaya,Aktif,167.7,60689.71
4456,Tambang A,Nikel,377.86,0.63,2024-10-29 03:04:36.782626,PT Mineral Nusantara,Reklamasi,80.0,17436.65
4457,Tambang C,Batubara,203.08,3.32,2023-08-09 09:03:59.782454,PT Emas Sejahtera,Aktif,261.5,5358.05
4458,Tambang A,Tembaga,123.18,2.28,2023-09-20 03:03:34.782333,PT Mineral Nusantara,Aktif,82.8,31724.72
4459,Tambang C,Batubara,742.9,0.54,2022-07-01 22:25:54.705225,PT Tambang Jaya,Reklamasi,202.2,77211.69
4460,Tambang B,Emas,772.33,3.53,2024-02-24 21:24:52.236051,PT Tambang Jaya,Aktif,110.1,56319.4
4461,Tambang B,Tembaga,969.32,3.71,2021-08-02 07:16:26.131779,PT Mineral Nusantara,Reklamasi,111.6,2067.54
4462,Tambang A,Nikel,775.68,3.33,2020-03-14 07:54:02.024553,PT Emas Sejahtera,Reklamasi,62.7,79088.17
4463,Tambang D,Nikel,250.92,2.04,2023-07-29 23:18:48.999740,PT Mineral Nusantara,Reklamasi,155.8,11295.96
4464,Tambang C,Emas,49.72,2.88,2024-05-12 11:58:25.957538,PT Mineral Nusantara,Aktif,178.0,44597.71
4465,Tambang D,Tembaga,985.58,2.24,2022-09-26 09:51:31.755167,PT Tambang Jaya,Non-Aktif,178.5,99947.89
4466,Tambang D,Batubara,347.05,3.65,2020-09-13 10:41:32.131939,PT Emas Sejahtera,Non-Aktif,258.4,13015.33
4467,Tambang D,Nikel,318.85,3.13,2023-09-27 06:03:44.891331,PT Emas Sejahtera,Non-Aktif,199.2,81687.61
4468,Tambang B,Emas,906.9,0.87,2024-10-03 21:10:50.478720,PT Emas Sejahtera,Aktif,224.7,80121.6
4469,Tambang A,Emas,589.25,3.39,2022-11-20 14:16:04.116357,PT Emas Sejahtera,Aktif,103.8,45059.06
4470,Tambang A,Tembaga,222.72,3.59,2021-05-08 22:25:07.731390,PT Mineral Nusantara,Aktif,132.0,98838.25
4471,Tambang B,Tembaga,890.21,2.17,2022-06-03 13:42:41.498837,PT Emas Sejahtera,Aktif,15.3,31488.86
4472,Tambang B,Nikel,993.43,4.44,2024-03-19 15:36:28.626195,PT Emas Sejahtera,Non-Aktif,32.9,32262.44
4473,Tambang A,Emas,95.81,4.29,2023-08-26 09:50:38.263762,PT Emas Sejahtera,Reklamasi,121.7,16087.07
4474,Tambang D,Batubara,863.63,1.29,2024-11-10 12:52:01.271499,PT Tambang Jaya,Aktif,70.8,37605.69
4475,Tambang C,Emas,396.61,4.57,2021-04-09 14:34:18.599239,PT Tambang Jaya,Aktif,245.8,30344.98
4476,Tambang C,Batubara,528.83,2.48,2023-10-27 21:29:50.701350,PT Tambang Jaya,Aktif,206.2,60844.42
4477,Tambang C,Batubara,915.67,3.76,2022-11-03 08:28:28.253399,PT Emas Sejahtera,Reklamasi,291.4,5032.54
4478,Tambang D,Nikel,973.65,4.16,2021-07-01 00:34:44.788634,PT Mineral Nusantara,Non-Aktif,267.2,31715.6
4479,Tambang A,Emas,269.54,2.77,2023-01-21 09:52:49.023674,PT Mineral Nusantara,Aktif,293.5,1465.95
4480,Tambang B,Batubara,220.72,2.3,2024-06-20 12:47:51.790166,PT Tambang Jaya,Non-Aktif,115.9,1624.72
4481,Tambang A,Tembaga,89.71,4.62,2023-06-24 01:41:03.407832,PT Tambang Jaya,Aktif,150.5,82209.66
4482,Tambang D,Batubara,566.18,1.54,2020-01-10 12:52:20.149556,PT Emas Sejahtera,Non-Aktif,118.1,75231.77
4483,Tambang B,Tembaga,23.47,1.66,2024-10-19 20:23:00.850834,PT Tambang Jaya,Aktif,289.6,74669.94
4484,Tambang D,Tembaga,417.78,2.13,2022-06-08 06:01:15.907747,PT Tambang Jaya,Non-Aktif,126.8,36009.85
4485,Tambang C,Emas,82.65,4.37,2023-12-08 21:50:52.893489,PT Tambang Jaya,Aktif,43.9,70225.11
4486,Tambang C,Tembaga,411.17,4.72,2024-05-07 03:56:44.514442,PT Tambang Jaya,Aktif,82.6,26397.01
4487,Tambang D,Batubara,49.53,1.49,2023-01-19 05:40:44.925176,PT Mineral Nusantara,Non-Aktif,133.2,31630.73
4488,Tambang B,Tembaga,836.87,4.39,2020-09-05 09:54:19.921907,PT Emas Sejahtera,Non-Aktif,184.9,56685.95
4489,Tambang B,Emas,217.64,1.66,2024-06-11 19:35:48.496514,PT Mineral Nusantara,Reklamasi,189.2,70262.51
4490,Tambang A,Nikel,335.03,4.87,2022-03-06 12:06:06.098348,PT Tambang Jaya,Reklamasi,230.0,27306.96
4491,Tambang C,Batubara,871.35,3.19,2022-06-18 00:55:42.931396,PT Emas Sejahtera,Reklamasi,197.9,68249.15
4492,Tambang A,Batubara,748.8,0.53,2024-08-12 01:12:01.194873,PT Emas Sejahtera,Reklamasi,152.5,96286.82
4493,Tambang A,Emas,226.85,0.65,2024-05-29 04:15:50.424762,PT Mineral Nusantara,Non-Aktif,18.7,49889.79
4494,Tambang D,Emas,81.18,1.16,2021-09-21 03:40:12.608354,PT Mineral Nusantara,Reklamasi,211.6,41303.62
4495,Tambang D,Emas,718.52,1.34,2021-06-25 11:48:11.155359,PT Tambang Jaya,Aktif,34.8,24017.43
4496,Tambang A,Emas,396.8,3.95,2022-12-16 11:18:24.786634,PT Mineral Nusantara,Non-Aktif,146.0,36258.72
4497,Tambang C,Batubara,768.42,1.5,2022-10-15 17:13:40.679430,PT Tambang Jaya,Aktif,270.0,53353.23
4498,Tambang D,Nikel,450.84,4.86,2022-01-31 18:00:11.495675,PT Tambang Jaya,Reklamasi,183.1,94466.64
4499,Tambang A,Tembaga,352.54,3.36,2021-01-04 05:44:24.657520,PT Tambang Jaya,Reklamasi,67.7,26814.52
4500,Tambang A,Tembaga,456.69,3.62,2021-09-12 08:48:06.282155,PT Emas Sejahtera,Reklamasi,244.3,23914.86
4501,Tambang A,Nikel,751.07,1.48,2022-10-09 04:38:29.469717,PT Emas Sejahtera,Non-Aktif,97.1,96098.0
4502,Tambang A,Nikel,903.2,4.52,2022-02-17 00:44:53.312711,PT Mineral Nusantara,Aktif,177.4,60978.55
4503,Tambang A,Nikel,59.27,3.51,2023-03-05 11:01:28.761028,PT Mineral Nusantara,Aktif,194.4,73791.74
4504,Tambang A,Emas,528.87,4.39,2024-11-09 04:58:46.919497,PT Emas Sejahtera,Non-Aktif,222.0,83139.88
4505,Tambang D,Batubara,42.51,4.8,2023-05-28 08:43:17.849410,PT Mineral Nusantara,Reklamasi,28.8,9097.24
4506,Tambang C,Batubara,473.73,1.07,2022-04-08 16:00:52.530600,PT Tambang Jaya,Reklamasi,257.7,48996.52
4507,Tambang A,Batubara,886.43,0.93,2023-07-04 04:30:10.184980,PT Tambang Jaya,Non-Aktif,43.0,14870.12
4508,Tambang B,Emas,367.97,4.12,2024-07-24 08:12:23.586861,PT Emas Sejahtera,Aktif,37.4,62807.07
4509,Tambang D,Batubara,933.13,4.4,2020-01-26 22:11:10.199367,PT Mineral Nusantara,Aktif,142.5,95419.47
4510,Tambang D,Emas,634.3,3.13,2021-04-30 12:13:16.036968,PT Mineral Nusantara,Aktif,117.9,6569.1
4511,Tambang A,Batubara,934.81,2.15,2020-07-05 11:58:38.104779,PT Emas Sejahtera,Aktif,25.8,28136.36
4512,Tambang D,Nikel,759.59,3.44,2020-01-02 11:10:25.019915,PT Tambang Jaya,Reklamasi,58.1,99968.47
4513,Tambang A,Tembaga,112.4,1.88,2024-07-28 00:51:26.362284,PT Tambang Jaya,Reklamasi,137.4,1543.26
4514,Tambang C,Tembaga,238.84,1.57,2020-12-01 00:04:04.944512,PT Mineral Nusantara,Non-Aktif,250.4,14816.04
4515,Tambang C,Emas,400.23,2.7,2020-12-24 21:20:40.377681,PT Emas Sejahtera,Non-Aktif,45.2,8996.36
4516,Tambang D,Batubara,178.41,1.47,2021-06-08 10:33:31.077359,PT Emas Sejahtera,Non-Aktif,40.3,76642.27
4517,Tambang D,Tembaga,499.96,2.68,2022-08-25 08:41:00.661206,PT Tambang Jaya,Reklamasi,243.4,75342.01
4518,Tambang B,Nikel,476.65,4.8,2021-12-25 17:08:17.978023,PT Tambang Jaya,Reklamasi,152.8,77980.9
4519,Tambang D,Nikel,956.7,4.28,2023-03-31 09:37:28.771730,PT Mineral Nusantara,Reklamasi,114.5,77710.77
4520,Tambang B,Nikel,439.39,4.74,2020-02-15 17:23:17.005173,PT Emas Sejahtera,Non-Aktif,143.8,83686.81
4521,Tambang C,Emas,787.77,4.13,2023-09-06 14:08:09.232881,PT Mineral Nusantara,Reklamasi,129.1,77515.04
4522,Tambang C,Emas,942.49,2.1,2021-07-01 20:29:51.671634,PT Mineral Nusantara,Aktif,236.7,48871.1
4523,Tambang A,Batubara,878.22,4.15,2021-05-06 06:42:09.242114,PT Emas Sejahtera,Reklamasi,12.7,74802.96
4524,Tambang C,Nikel,216.58,4.65,2022-02-26 09:50:58.024375,PT Emas Sejahtera,Aktif,135.6,60164.03
4525,Tambang B,Batubara,501.07,4.76,2023-06-19 05:50:06.463682,PT Tambang Jaya,Aktif,56.1,37285.73
4526,Tambang D,Batubara,354.26,3.57,2021-03-04 14:53:14.401444,PT Emas Sejahtera,Aktif,99.4,83820.89
4527,Tambang A,Nikel,405.86,1.45,2020-03-21 13:38:44.167190,PT Mineral Nusantara,Reklamasi,42.5,79015.93
4528,Tambang B,Batubara,367.2,0.68,2020-12-18 22:40:46.257689,PT Mineral Nusantara,Non-Aktif,133.8,18175.65
4529,Tambang D,Tembaga,828.1,1.16,2024-06-29 21:54:58.777762,PT Emas Sejahtera,Aktif,196.6,3418.42
4530,Tambang A,Emas,457.62,4.84,2024-09-16 12:22:02.106403,PT Mineral Nusantara,Aktif,201.9,32281.51
4531,Tambang C,Batubara,528.46,2.58,2024-02-11 08:08:00.049923,PT Emas Sejahtera,Reklamasi,241.1,40972.98
4532,Tambang B,Nikel,982.62,4.35,2023-02-05 12:55:54.657851,PT Tambang Jaya,Reklamasi,246.4,18261.4
4533,Tambang D,Emas,69.38,2.59,2024-09-10 20:05:11.403084,PT Tambang Jaya,Aktif,183.3,85657.5
4534,Tambang A,Emas,493.08,3.47,2022-06-01 16:36:44.253644,PT Emas Sejahtera,Non-Aktif,112.4,4324.48
4535,Tambang A,Batubara,776.32,0.61,2024-01-23 08:53:48.305891,PT Mineral Nusantara,Reklamasi,24.9,48878.27
4536,Tambang C,Tembaga,159.65,1.62,2024-08-05 21:47:53.740213,PT Emas Sejahtera,Aktif,20.4,6492.26
4537,Tambang D,Batubara,615.42,2.46,2022-08-31 17:22:55.002070,PT Emas Sejahtera,Non-Aktif,42.8,54127.09
4538,Tambang C,Tembaga,247.07,3.34,2021-10-28 14:58:34.398016,PT Tambang Jaya,Reklamasi,295.3,46901.27
4539,Tambang C,Emas,868.73,1.27,2021-02-17 11:46:06.549242,PT Emas Sejahtera,Non-Aktif,237.9,78235.07
4540,Tambang D,Batubara,333.83,3.94,2022-10-05 13:45:10.383218,PT Tambang Jaya,Aktif,127.4,69277.83
4541,Tambang D,Nikel,335.77,2.14,2020-01-05 22:40:54.148624,PT Tambang Jaya,Non-Aktif,145.2,84551.58
4542,Tambang D,Batubara,602.21,4.18,2024-09-10 12:48:40.738501,PT Emas Sejahtera,Aktif,223.8,54890.31
4543,Tambang B,Tembaga,191.73,0.94,2021-10-07 03:45:11.547906,PT Emas Sejahtera,Reklamasi,159.2,82421.27
4544,Tambang D,Tembaga,292.04,3.56,2022-01-16 04:46:40.557638,PT Emas Sejahtera,Aktif,114.5,72194.42
4545,Tambang A,Batubara,422.47,1.82,2022-07-21 19:12:12.005761,PT Emas Sejahtera,Aktif,111.4,78170.59
4546,Tambang C,Tembaga,360.1,4.08,2024-10-16 00:22:24.830045,PT Tambang Jaya,Reklamasi,70.8,60467.04
4547,Tambang B,Emas,529.63,2.31,2021-05-08 15:52:38.812196,PT Emas Sejahtera,Aktif,266.8,72238.04
4548,Tambang D,Batubara,603.64,3.49,2021-12-23 00:53:53.106878,PT Tambang Jaya,Non-Aktif,130.1,40769.78
4549,Tambang B,Tembaga,571.0,4.7,2022-07-04 21:49:54.804131,PT Tambang Jaya,Reklamasi,228.2,9413.22
4550,Tambang D,Batubara,657.63,0.59,2024-01-26 04:15:28.993817,PT Mineral Nusantara,Non-Aktif,176.4,42241.95
4551,Tambang B,Batubara,314.67,0.55,2020-07-22 16:29:29.185015,PT Tambang Jaya,Reklamasi,228.7,18166.64
